Gender,Age,Ethnicity,Educational_Level,Income,Country_region,Hotel_Type,Adults,Children,Babies,Meal_Type,Visted_Previously,Previous_Cancellations,Deposit_type,Booking_channel,Required_Car_Parking,Reservation_Status,Use_Promotion,Discount_Rate,Room_Rate,Lead_Time_Days,Stay_Length_Days,Total_Guests,Total_Bill_amount,Booking_month,Booking_dayofweek,Checkin_month,Checkin_dayofweek
F,31,Asian American,College,25K --50K,West,City Hotel,3,1,0,FB,No,No,No Deposit,Online,Yes,Check-In,Yes,15,217,195,4,4,737.8,11,3,6,2
M,50,African American,College,>100K,East,Resort,2,1,2,HB,Yes,No,No Deposit,Agent,Yes,Check-In,No,0,205,113,2,3,410.0,2,6,5,0
F,36,African American,Mid-School,>100K,West,Resort,1,3,1,FB,Yes,Yes,No Deposit,Online,Yes,Canceled,Yes,5,231,48,1,4,219.45,4,1,5,0
M,60,Asian American,College,50K -- 100K,East,Airport Hotels,2,1,1,BB,Yes,Yes,Refundable,Online,Yes,Canceled,No,0,208,23,3,3,624.0,5,5,5,0
F,57,Asian American,High-School,<25K,South,City Hotel,2,1,0,HB,Yes,No,Refundable,Online,No,Check-In,Yes,20,179,160,1,3,143.20000000000002,12,1,5,0
M,18,caucasian,College,50K -- 100K,North,City Hotel,2,2,2,FB,No,No,No Deposit,Online,Yes,Check-In,Yes,20,138,215,4,4,441.6,10,2,5,0
F,30,African American,Grad,>100K,North,Airport Hotels,1,1,0,BB,No,No,No Deposit,Agent,Yes,No-Show,No,0,194,52,3,2,582.0,4,4,5,0
M,69,Latino,Grad,<25K,South,Airport Hotels,1,3,0,FB,No,No,No Deposit,Online,Yes,Check-In,Yes,5,140,4,1,4,133.0,5,3,5,0
M,22,Latino,High-School,<25K,North,City Hotel,1,3,0,HB,Yes,No,No Deposit,Direct,Yes,Check-In,Yes,20,201,150,1,4,160.8,9,3,2,6
M,51,African American,Mid-School,<25K,South,Airport Hotels,2,2,0,FB,No,No,No Deposit,Direct,No,Check-In,No,0,161,71,1,4,161.0,3,6,5,0
F,58,Asian American,College,25K --50K,North,Resort,1,2,1,FB,No,No,No Deposit,Direct,Yes,Check-In,No,0,149,98,1,3,149.0,2,0,5,0
F,30,caucasian,Mid-School,<25K,East,City Hotel,1,2,0,FB,No,No,No Deposit,Online,Yes,Check-In,Yes,40,175,6,2,3,210.0,5,1,6,0
M,57,caucasian,Grad,>100K,South,Airport Hotels,1,2,0,BB,No,No,No Deposit,Online,No,Canceled,Yes,20,155,188,1,3,124.0,12,1,6,0
F,64,Asian American,Mid-School,50K -- 100K,West,Airport Hotels,2,1,0,BB,Yes,No,No Deposit,Online,No,Check-In,Yes,20,154,93,1,3,123.2,2,5,5,0
F,31,Latino,College,25K --50K,West,Airport Hotels,2,1,0,BB,No,No,No Deposit,Direct,Yes,No-Show,Yes,20,101,138,1,3,80.80000000000001,1,6,6,4
F,44,Latino,College,<25K,East,Resort,2,1,0,FB,No,No,No Deposit,Online,No,Check-In,No,0,245,163,4,3,980.0,12,6,5,1
F,59,Asian American,College,>100K,East,Airport Hotels,2,1,0,HB,No,No,No Deposit,Online,Yes,Canceled,Yes,10,154,37,2,3,277.2,4,6,5,1
F,60,caucasian,College,<25K,South,Airport Hotels,3,1,0,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,5,207,83,2,4,393.29999999999995,5,1,8,0
F,60,Latino,Mid-School,50K -- 100K,East,Airport Hotels,3,1,0,HB,Yes,Yes,No Deposit,Agent,No,Check-In,Yes,20,155,211,2,4,248.0,11,0,5,1
F,28,African American,High-School,25K --50K,West,Airport Hotels,2,1,0,HB,No,No,No Deposit,Direct,Yes,Canceled,Yes,30,238,125,2,3,333.2,1,2,5,1
F,27,African American,College,<25K,East,City Hotel,2,2,0,HB,Yes,Yes,Refundable,Online,Yes,Canceled,Yes,10,124,201,4,4,446.40000000000003,11,3,5,1
M,62,Asian American,Grad,25K --50K,West,City Hotel,3,1,0,FB,No,No,No Deposit,Direct,No,No-Show,Yes,10,106,89,3,4,286.2,3,3,5,1
F,56,Asian American,High-School,50K -- 100K,South,Resort,1,2,0,HB,No,No,No Deposit,Online,Yes,Check-In,No,0,213,107,4,3,852.0,8,0,12,2
M,26,caucasian,Mid-School,25K --50K,North,Airport Hotels,2,1,0,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,10,194,179,1,3,174.6,12,4,5,1
M,27,African American,Mid-School,<25K,North,City Hotel,2,1,0,FB,No,No,Refundable,Direct,Yes,No-Show,No,0,194,150,3,3,582.0,1,5,5,1
M,19,African American,High-School,50K -- 100K,South,Resort,2,1,1,FB,No,No,Refundable,Online,Yes,No-Show,Yes,5,192,189,2,3,364.79999999999995,11,1,5,1
F,58,Latino,Grad,<25K,West,Resort,1,3,0,BB,No,No,No Deposit,Online,No,Canceled,No,0,194,203,4,4,776.0,11,2,6,2
M,44,Latino,College,25K --50K,North,Airport Hotels,3,1,0,FB,No,No,Refundable,Online,Yes,No-Show,Yes,10,147,146,2,4,264.6,1,3,6,2
F,40,African American,College,>100K,North,Airport Hotels,2,1,0,BB,No,No,No Deposit,Direct,Yes,Check-In,Yes,25,249,154,1,3,186.75,5,2,10,2
F,29,Latino,College,25K --50K,South,Resort,2,1,1,FB,Yes,No,Refundable,Direct,No,Check-In,Yes,5,156,77,2,3,296.4,3,2,6,2
F,19,caucasian,Grad,>100K,West,Resort,1,3,0,BB,No,No,Non-Refundable,Agent,Yes,Check-In,Yes,10,237,196,2,4,426.6,11,2,6,2
F,41,Asian American,Mid-School,>100K,West,Airport Hotels,2,2,0,BB,Yes,No,Non-Refundable,Direct,No,Canceled,Yes,5,163,19,4,4,619.4,5,4,6,2
F,53,Latino,College,50K -- 100K,South,Airport Hotels,2,1,0,HB,No,No,No Deposit,Direct,Yes,Check-In,Yes,30,227,27,4,3,635.5999999999999,5,3,6,2
F,58,Latino,College,25K --50K,East,City Hotel,2,1,0,BB,Yes,Yes,No Deposit,Online,Yes,Check-In,Yes,10,183,55,1,3,164.70000000000002,4,3,6,2
M,38,African American,College,50K -- 100K,South,Airport Hotels,2,2,0,HB,Yes,No,No Deposit,Direct,Yes,Check-In,Yes,5,107,54,4,4,406.59999999999997,4,4,6,2
M,34,Asian American,College,50K -- 100K,South,City Hotel,2,2,0,FB,Yes,No,No Deposit,Online,Yes,No-Show,No,0,129,149,2,4,258.0,1,0,6,2
F,38,Asian American,College,25K --50K,East,Airport Hotels,1,3,0,HB,No,No,No Deposit,Direct,No,Canceled,No,0,130,144,3,4,390.0,1,5,6,2
F,32,Latino,College,<25K,South,Resort,2,2,0,BB,No,No,No Deposit,Direct,Yes,Check-In,Yes,25,119,213,1,4,89.25,11,6,6,2
F,60,Latino,Grad,<25K,East,City Hotel,2,1,0,HB,Yes,No,No Deposit,Online,Yes,Check-In,Yes,10,181,210,3,3,488.7,11,2,6,2
M,58,Asian American,Mid-School,50K -- 100K,South,Airport Hotels,2,1,1,FB,Yes,Yes,Refundable,Agent,Yes,Check-In,Yes,25,184,58,2,3,276.0,4,1,6,3
F,66,Latino,College,25K --50K,East,City Hotel,3,1,0,FB,Yes,Yes,No Deposit,Online,Yes,Canceled,Yes,5,200,118,1,4,190.0,2,4,6,3
F,43,Asian American,High-School,25K --50K,West,Airport Hotels,1,2,1,FB,No,No,No Deposit,Direct,No,Canceled,Yes,10,112,75,1,3,100.8,3,5,6,3
F,59,African American,College,25K --50K,West,City Hotel,1,1,2,HB,Yes,No,No Deposit,Direct,No,Check-In,Yes,20,172,75,3,2,412.8,3,5,6,3
F,57,African American,College,50K -- 100K,South,Airport Hotels,2,2,0,HB,No,No,Non-Refundable,Online,Yes,Canceled,Yes,25,190,69,2,4,285.0,3,4,6,3
M,27,Asian American,Mid-School,25K --50K,South,Resort,2,1,0,HB,No,No,No Deposit,Online,No,No-Show,Yes,15,117,20,3,3,298.34999999999997,5,4,6,3
M,18,Latino,Mid-School,25K --50K,East,Airport Hotels,1,1,0,HB,No,No,Refundable,Direct,No,Check-In,Yes,40,171,206,2,2,205.2,11,0,6,3
F,41,Asian American,Mid-School,<25K,West,City Hotel,1,1,0,FB,No,No,Refundable,Direct,Yes,Check-In,Yes,25,160,188,3,2,360.0,11,4,6,3
F,27,Asian American,Mid-School,25K --50K,South,City Hotel,1,1,1,BB,Yes,Yes,Refundable,Online,No,Check-In,Yes,10,198,179,1,2,178.20000000000002,12,6,6,3
M,22,caucasian,Grad,50K -- 100K,South,Airport Hotels,2,1,1,HB,No,No,No Deposit,Direct,No,Canceled,No,0,159,191,1,3,159.0,11,1,6,3
M,57,caucasian,College,25K --50K,South,Airport Hotels,1,1,0,HB,No,No,Non-Refundable,Direct,No,Check-In,Yes,5,217,134,1,2,206.14999999999998,1,2,6,3
F,24,Asian American,Mid-School,<25K,North,City Hotel,2,1,1,BB,No,No,No Deposit,Online,Yes,Canceled,Yes,10,236,162,1,3,212.4,12,2,6,3
F,67,Asian American,College,50K -- 100K,South,Airport Hotels,2,1,1,BB,No,No,Refundable,Direct,Yes,Check-In,Yes,15,238,9,3,3,606.9,5,1,6,3
F,39,African American,High-School,>100K,North,City Hotel,2,1,0,BB,No,No,Refundable,Online,Yes,Check-In,Yes,20,156,6,1,3,124.80000000000001,5,2,5,1
M,38,Latino,High-School,<25K,South,Airport Hotels,2,1,0,BB,No,No,No Deposit,Online,Yes,Canceled,Yes,5,203,32,2,3,385.7,5,6,6,3
M,52,African American,College,<25K,South,Resort,2,2,1,FB,No,No,Refundable,Direct,No,Canceled,Yes,10,225,99,3,4,607.5,2,2,6,3
F,59,caucasian,High-School,50K -- 100K,South,City Hotel,1,3,2,FB,No,No,Refundable,Online,No,Check-In,Yes,20,155,131,3,4,372.0,1,5,6,3
F,35,caucasian,Grad,>100K,South,Airport Hotels,3,1,0,BB,No,No,Non-Refundable,Online,No,Check-In,Yes,5,120,49,3,4,342.0,4,3,6,3
F,59,Asian American,High-School,25K --50K,North,Resort,2,1,0,FB,No,No,Refundable,Online,Yes,Check-In,Yes,5,171,131,3,3,487.34999999999997,1,5,6,3
M,41,caucasian,College,<25K,South,City Hotel,1,1,1,FB,No,No,Refundable,Direct,No,No-Show,Yes,30,125,138,1,2,87.5,1,5,6,3
M,66,African American,Grad,25K --50K,North,Resort,2,2,0,BB,Yes,No,No Deposit,Online,Yes,Check-In,Yes,40,120,17,1,4,72.0,5,0,6,3
F,70,caucasian,Grad,<25K,West,Resort,2,1,0,BB,No,No,Refundable,Online,Yes,Check-In,Yes,5,212,46,2,3,402.79999999999995,4,6,6,3
F,50,Latino,College,50K -- 100K,South,City Hotel,3,1,1,FB,No,No,No Deposit,Online,Yes,Check-In,Yes,5,144,221,1,4,136.79999999999998,10,6,6,3
F,64,African American,College,<25K,West,Resort,2,2,2,HB,No,No,No Deposit,Online,No,Canceled,Yes,20,239,148,3,4,573.6,1,2,6,3
F,60,Latino,College,25K --50K,North,City Hotel,2,1,0,FB,No,No,Non-Refundable,Direct,Yes,No-Show,Yes,15,183,82,1,3,155.54999999999998,3,5,6,3
F,65,caucasian,College,25K --50K,East,Resort,1,2,0,FB,Yes,No,Refundable,Agent,No,Check-In,No,0,115,85,2,3,230.0,3,2,6,3
M,66,Asian American,Grad,<25K,South,Airport Hotels,1,2,0,FB,Yes,No,No Deposit,Direct,Yes,Check-In,Yes,30,123,121,2,3,172.2,2,6,6,1
M,51,Latino,Grad,50K -- 100K,North,Airport Hotels,1,2,0,BB,No,No,Refundable,Agent,Yes,Canceled,No,0,243,183,1,3,243.0,12,2,6,3
F,52,caucasian,Mid-School,50K -- 100K,North,City Hotel,2,2,0,BB,No,No,No Deposit,Online,Yes,Check-In,No,0,166,217,2,4,332.0,10,3,6,3
F,24,African American,High-School,50K -- 100K,North,City Hotel,3,1,1,HB,Yes,Yes,No Deposit,Online,Yes,Check-In,Yes,25,200,22,1,4,150.0,5,2,6,3
M,22,African American,College,25K --50K,South,Resort,2,1,1,BB,No,No,No Deposit,Online,Yes,No-Show,Yes,20,209,206,2,3,334.40000000000003,11,1,6,4
F,40,Latino,Mid-School,25K --50K,South,Airport Hotels,2,2,1,BB,No,No,Refundable,Direct,Yes,Canceled,Yes,20,208,130,1,4,166.4,1,0,6,4
M,20,Latino,College,50K -- 100K,East,Resort,2,1,0,FB,Yes,No,No Deposit,Online,No,Check-In,Yes,30,203,187,3,3,426.29999999999995,11,6,6,4
F,63,caucasian,College,50K -- 100K,South,City Hotel,2,1,1,FB,Yes,No,No Deposit,Online,Yes,No-Show,Yes,20,189,104,1,3,151.20000000000002,2,5,6,4
F,38,caucasian,High-School,25K --50K,North,City Hotel,2,1,0,BB,No,No,No Deposit,Agent,Yes,Canceled,No,0,249,97,1,3,249.0,2,5,6,4
M,22,African American,Mid-School,50K -- 100K,South,Airport Hotels,2,2,0,HB,No,No,Refundable,Online,Yes,Check-In,Yes,10,195,121,3,4,526.5,2,2,6,4
M,49,Latino,College,<25K,North,City Hotel,1,1,0,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,25,228,73,2,2,342.0,3,1,6,4
F,70,caucasian,High-School,>100K,North,Airport Hotels,2,1,1,HB,Yes,Yes,Refundable,Online,Yes,Check-In,Yes,15,210,197,1,3,178.5,11,3,6,4
M,63,Asian American,College,25K --50K,North,City Hotel,2,1,0,BB,No,No,Non-Refundable,Agent,No,Check-In,Yes,20,187,87,1,3,149.6,3,1,6,4
M,29,African American,Mid-School,25K --50K,North,Airport Hotels,2,2,0,FB,Yes,Yes,Refundable,Online,Yes,Check-In,Yes,25,135,86,3,4,303.75,3,2,6,4
M,37,Asian American,High-School,<25K,South,City Hotel,3,1,0,HB,No,No,No Deposit,Online,Yes,Canceled,Yes,15,136,166,1,4,115.6,12,6,6,4
M,64,Latino,High-School,50K -- 100K,East,Resort,2,1,0,BB,Yes,No,No Deposit,Direct,Yes,Check-In,No,0,219,214,1,3,219.0,11,0,6,4
F,21,African American,Mid-School,50K -- 100K,South,Airport Hotels,2,2,1,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,20,223,131,1,4,178.4,1,6,6,4
F,25,Latino,College,25K --50K,West,City Hotel,2,1,0,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,25,227,210,3,3,510.75,11,4,6,4
M,23,African American,College,25K --50K,South,Airport Hotels,2,2,0,BB,Yes,Yes,Refundable,Online,No,Canceled,No,0,167,187,2,4,334.0,11,3,5,1
M,43,caucasian,Mid-School,<25K,South,Airport Hotels,2,2,2,BB,No,No,Refundable,Online,No,Check-In,No,0,240,89,3,4,720.0,3,6,6,4
M,37,Asian American,Grad,50K -- 100K,South,Airport Hotels,1,2,0,FB,No,No,No Deposit,Direct,Yes,Canceled,Yes,5,137,52,1,3,130.15,4,1,6,4
F,24,African American,College,50K -- 100K,East,Resort,1,1,0,HB,No,No,No Deposit,Online,Yes,Canceled,Yes,10,117,164,1,2,105.3,12,2,6,5
F,68,Latino,Grad,<25K,East,City Hotel,3,1,0,FB,No,No,Refundable,Online,No,Check-In,Yes,5,220,10,3,4,627.0,5,2,6,5
M,31,Latino,Grad,25K --50K,South,City Hotel,2,1,2,HB,No,No,No Deposit,Online,No,Check-In,Yes,10,214,151,4,3,770.4,1,1,6,5
M,53,caucasian,College,>100K,South,Airport Hotels,2,2,0,BB,No,No,No Deposit,Agent,Yes,No-Show,Yes,5,210,75,2,4,399.0,3,0,6,5
M,43,Asian American,High-School,>100K,North,City Hotel,2,2,1,FB,Yes,No,No Deposit,Online,Yes,Canceled,Yes,20,194,138,1,4,155.20000000000002,1,0,6,5
M,52,Asian American,College,>100K,West,Airport Hotels,1,2,0,FB,No,No,No Deposit,Online,Yes,Canceled,Yes,30,205,159,3,3,430.5,12,0,6,5
M,60,Latino,College,25K --50K,South,Airport Hotels,2,2,1,FB,No,No,No Deposit,Online,Yes,Canceled,Yes,5,210,21,2,4,399.0,5,5,6,5
M,40,caucasian,High-School,25K --50K,North,City Hotel,2,2,0,BB,No,No,Non-Refundable,Direct,Yes,Check-In,Yes,20,192,65,2,4,307.20000000000005,4,4,6,6
M,43,African American,High-School,25K --50K,South,Resort,2,2,0,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,5,247,167,3,4,703.9499999999999,12,6,6,5
F,20,caucasian,College,<25K,West,Airport Hotels,2,2,0,HB,Yes,No,Refundable,Direct,Yes,Check-In,Yes,5,220,22,4,4,836.0,5,4,6,5
F,69,Asian American,College,25K --50K,West,City Hotel,2,2,1,HB,Yes,No,No Deposit,Online,Yes,Canceled,Yes,25,230,25,2,4,345.0,5,1,6,5
F,28,caucasian,College,25K --50K,South,Resort,2,1,0,HB,No,No,No Deposit,Online,Yes,No-Show,Yes,10,228,114,1,3,205.20000000000002,2,3,6,5
F,53,Asian American,High-School,>100K,West,Airport Hotels,1,1,0,BB,No,No,Refundable,Online,Yes,No-Show,Yes,10,209,64,3,2,564.3000000000001,4,4,6,5
F,54,Asian American,College,25K --50K,South,City Hotel,1,2,0,FB,No,No,No Deposit,Online,Yes,Check-In,Yes,15,101,152,3,3,257.55,1,0,6,5
M,25,caucasian,College,25K --50K,South,Airport Hotels,2,1,2,FB,No,No,No Deposit,Agent,Yes,Check-In,Yes,10,111,104,1,3,99.9,2,6,6,5
F,69,Latino,College,>100K,West,Resort,2,1,0,FB,No,No,No Deposit,Online,Yes,Check-In,Yes,5,229,169,1,3,217.54999999999998,12,4,6,5
F,68,African American,College,50K -- 100K,West,Resort,1,2,0,BB,Yes,No,No Deposit,Direct,No,Check-In,Yes,10,237,200,4,3,853.2,11,1,6,5
F,55,Asian American,Grad,25K --50K,East,Airport Hotels,2,2,0,BB,No,No,No Deposit,Direct,Yes,Canceled,Yes,10,231,211,1,4,207.9,11,4,6,5
F,30,Latino,Mid-School,<25K,North,Airport Hotels,1,3,0,FB,No,No,No Deposit,Online,No,Check-In,Yes,10,119,205,3,4,321.3,11,3,6,5
M,34,Latino,Grad,>100K,West,Resort,1,2,2,HB,No,No,Refundable,Agent,Yes,No-Show,Yes,10,225,75,3,3,607.5,3,1,6,6
F,48,African American,Grad,50K -- 100K,South,City Hotel,2,1,2,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,20,217,49,1,3,173.60000000000002,4,6,6,6
F,24,Latino,College,50K -- 100K,North,City Hotel,1,1,1,FB,No,No,No Deposit,Direct,Yes,Check-In,Yes,10,218,149,2,2,392.40000000000003,1,4,6,6
F,27,African American,Grad,<25K,North,City Hotel,2,2,0,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,10,128,11,2,4,230.4,5,2,6,6
M,21,caucasian,Mid-School,<25K,South,City Hotel,2,1,0,FB,No,No,No Deposit,Online,Yes,Canceled,Yes,40,168,5,2,3,201.6,5,1,6,6
F,33,Asian American,College,25K --50K,East,Airport Hotels,1,1,1,BB,No,No,No Deposit,Agent,Yes,Canceled,Yes,15,179,31,1,2,152.15,5,3,6,6
M,39,Latino,College,50K -- 100K,South,Airport Hotels,2,2,1,HB,No,No,No Deposit,Direct,Yes,Check-In,Yes,25,194,109,1,4,145.5,2,2,6,6
F,33,caucasian,Mid-School,25K --50K,South,Airport Hotels,2,1,2,HB,No,No,Refundable,Online,No,Check-In,Yes,20,180,125,4,3,576.0,2,0,6,6
F,41,Asian American,High-School,<25K,West,Airport Hotels,1,1,1,BB,No,No,No Deposit,Online,Yes,Canceled,No,0,195,10,1,2,195.0,5,3,6,6
F,19,caucasian,College,25K --50K,South,Resort,3,1,0,HB,Yes,No,No Deposit,Online,No,Canceled,Yes,20,161,157,2,4,257.6,12,3,6,6
F,25,African American,Grad,25K --50K,South,Resort,2,2,0,FB,No,No,No Deposit,Online,Yes,Check-In,Yes,5,243,77,1,4,230.85,3,6,6,6
F,25,Asian American,Grad,<25K,West,Resort,2,1,1,BB,No,No,No Deposit,Online,Yes,Check-In,No,0,147,80,1,3,147.0,3,3,6,6
F,56,Latino,Grad,25K --50K,East,Airport Hotels,2,1,0,BB,No,No,No Deposit,Online,No,Check-In,Yes,30,107,185,1,3,74.89999999999999,12,3,6,6
M,68,Latino,Mid-School,>100K,South,Resort,3,1,0,BB,No,No,No Deposit,Direct,Yes,Canceled,Yes,25,240,5,2,4,360.0,5,1,6,6
F,51,Asian American,College,25K --50K,West,Airport Hotels,1,1,0,FB,No,No,Non-Refundable,Direct,Yes,Check-In,Yes,20,219,72,1,2,175.20000000000002,3,4,6,6
M,46,Asian American,Mid-School,25K --50K,South,Airport Hotels,2,2,0,FB,No,No,No Deposit,Online,No,Check-In,Yes,25,168,108,1,4,126.0,2,3,6,6
M,53,African American,College,<25K,East,Resort,1,2,0,HB,No,No,Refundable,Online,Yes,Canceled,No,0,245,94,3,3,735.0,3,3,6,6
M,55,caucasian,College,50K -- 100K,North,Airport Hotels,2,1,2,BB,No,No,No Deposit,Online,No,Check-In,No,0,125,168,1,3,125.0,12,6,6,6
F,41,caucasian,Grad,25K --50K,East,City Hotel,1,1,0,FB,Yes,No,Refundable,Online,Yes,Canceled,Yes,15,125,95,2,2,212.5,3,2,6,6
M,57,caucasian,College,25K --50K,North,City Hotel,2,2,2,HB,No,No,No Deposit,Online,Yes,Check-In,No,0,218,61,1,4,218.0,4,1,6,6
M,21,caucasian,Mid-School,50K -- 100K,West,City Hotel,1,2,1,HB,Yes,No,No Deposit,Online,Yes,Check-In,No,0,236,34,3,3,708.0,5,1,6,0
M,58,Latino,Mid-School,<25K,South,Resort,1,2,1,BB,No,No,No Deposit,Direct,Yes,Check-In,Yes,5,142,191,1,3,134.9,11,5,6,0
F,32,African American,Grad,50K -- 100K,West,Resort,2,2,0,HB,No,No,No Deposit,Online,Yes,Check-In,Yes,20,204,205,2,4,326.40000000000003,11,5,6,0
M,63,African American,College,25K --50K,East,City Hotel,2,2,0,BB,No,No,Refundable,Online,No,Check-In,Yes,5,177,185,1,4,168.15,12,4,6,0
M,28,African American,High-School,50K -- 100K,South,Airport Hotels,1,1,0,HB,No,No,Refundable,Direct,Yes,Canceled,Yes,15,101,174,4,2,343.4,12,1,6,0
F,60,caucasian,High-School,25K --50K,North,Resort,2,1,0,HB,No,No,Refundable,Online,Yes,Canceled,Yes,25,170,216,1,3,127.5,11,3,6,2
F,61,Asian American,College,50K -- 100K,North,Airport Hotels,1,1,1,HB,No,No,Non-Refundable,Online,Yes,Canceled,Yes,40,183,61,1,2,109.8,4,2,6,0
F,30,Asian American,College,50K -- 100K,South,Resort,1,2,0,BB,No,No,No Deposit,Agent,No,Check-In,Yes,20,180,173,1,3,144.0,12,2,6,0
F,53,caucasian,College,50K -- 100K,West,Airport Hotels,2,1,0,HB,No,No,No Deposit,Agent,Yes,Canceled,Yes,10,115,58,2,3,207.0,4,5,6,0
M,51,Asian American,High-School,50K -- 100K,East,City Hotel,1,1,1,HB,No,No,No Deposit,Online,Yes,Check-In,Yes,5,162,81,2,2,307.8,3,3,6,0
M,61,African American,Mid-School,50K -- 100K,North,Resort,2,2,0,HB,Yes,No,Refundable,Agent,Yes,Canceled,Yes,10,202,145,3,4,545.4,1,2,6,0
M,69,caucasian,Mid-School,<25K,South,Airport Hotels,2,2,0,BB,No,No,Refundable,Online,Yes,Canceled,Yes,25,241,63,3,4,542.25,4,0,6,0
F,31,Latino,College,50K -- 100K,South,Resort,1,2,0,HB,No,No,No Deposit,Online,No,Check-In,Yes,10,207,119,3,3,558.9,2,0,6,0
F,62,African American,College,50K -- 100K,North,Resort,1,1,1,BB,Yes,Yes,No Deposit,Direct,Yes,Check-In,Yes,10,194,72,1,2,174.6,3,6,6,1
M,34,Latino,Grad,<25K,South,Resort,1,2,0,FB,Yes,Yes,Non-Refundable,Online,No,Canceled,Yes,5,109,112,1,3,103.55,2,1,6,1
M,20,African American,College,50K -- 100K,East,Resort,2,1,2,HB,No,No,No Deposit,Direct,Yes,Check-In,Yes,20,216,135,2,3,345.6,1,6,6,1
F,25,Latino,College,<25K,South,Resort,1,1,0,HB,No,No,Refundable,Online,No,Check-In,Yes,30,195,161,4,2,546.0,12,1,6,1
M,44,Latino,College,25K --50K,West,City Hotel,1,2,0,BB,No,No,No Deposit,Online,No,Canceled,Yes,5,233,187,2,3,442.7,12,3,6,1
M,68,Latino,Grad,25K --50K,South,Resort,1,1,0,FB,No,No,No Deposit,Online,Yes,Canceled,No,0,102,123,2,2,204.0,2,4,6,1
M,28,Latino,College,50K -- 100K,West,City Hotel,2,1,0,HB,No,No,No Deposit,Online,Yes,No-Show,Yes,10,166,13,1,3,149.4,5,2,6,1
M,19,Asian American,Mid-School,25K --50K,South,Airport Hotels,3,1,0,HB,No,No,No Deposit,Online,Yes,Check-In,Yes,40,145,21,2,4,174.0,5,1,6,1
F,38,Latino,College,<25K,South,City Hotel,2,1,0,FB,No,No,No Deposit,Online,No,Canceled,Yes,10,103,4,2,3,185.4,6,4,6,1
F,47,Asian American,Mid-School,>100K,North,Airport Hotels,1,2,0,BB,No,No,No Deposit,Online,Yes,Canceled,Yes,40,219,197,4,3,525.6,11,0,6,1
F,20,Latino,College,25K --50K,West,City Hotel,1,2,0,HB,Yes,No,No Deposit,Online,Yes,Check-In,No,0,144,147,3,3,432.0,1,2,6,2
M,42,Asian American,College,50K -- 100K,South,City Hotel,2,2,0,FB,No,No,Refundable,Agent,Yes,Canceled,Yes,15,143,197,1,4,121.55,11,1,6,2
F,39,Latino,Mid-School,25K --50K,West,Resort,1,1,0,HB,No,No,No Deposit,Direct,No,Check-In,Yes,10,147,41,1,2,132.3,5,3,6,2
M,44,caucasian,College,25K --50K,East,Resort,2,1,1,FB,No,No,Non-Refundable,Direct,Yes,Check-In,Yes,10,103,86,2,3,185.4,3,0,6,2
F,45,caucasian,High-School,25K --50K,East,City Hotel,2,2,0,HB,No,No,Refundable,Agent,No,No-Show,No,0,174,112,1,4,174.0,2,2,6,2
F,20,Asian American,Mid-School,50K -- 100K,North,Resort,2,1,0,HB,No,No,No Deposit,Online,Yes,Check-In,Yes,25,151,196,1,3,113.25,11,2,6,2
F,70,Asian American,College,25K --50K,South,Airport Hotels,1,2,0,BB,No,No,Non-Refundable,Direct,Yes,Check-In,Yes,20,174,2,3,3,417.6,6,0,6,2
F,46,Latino,High-School,25K --50K,South,Resort,2,1,0,FB,No,No,No Deposit,Direct,Yes,Canceled,Yes,10,103,87,1,3,92.7,3,6,6,2
M,19,Asian American,College,25K --50K,South,City Hotel,2,2,0,FB,Yes,Yes,Non-Refundable,Online,Yes,Check-In,Yes,15,157,61,1,4,133.45,4,4,6,2
M,30,African American,College,>100K,East,City Hotel,2,2,1,HB,No,No,No Deposit,Online,Yes,Check-In,No,0,165,42,1,4,165.0,4,2,6,2
M,59,caucasian,Mid-School,25K --50K,East,City Hotel,1,1,0,FB,Yes,No,No Deposit,Agent,Yes,Canceled,No,0,210,213,1,2,210.0,11,6,6,2
F,68,caucasian,College,50K -- 100K,West,Resort,1,2,0,FB,No,No,Refundable,Online,Yes,No-Show,Yes,5,160,182,4,3,608.0,12,2,6,2
F,53,African American,College,25K --50K,North,Resort,2,2,0,BB,No,No,No Deposit,Online,Yes,No-Show,Yes,30,123,156,2,4,172.2,1,1,6,3
M,19,caucasian,College,25K --50K,North,City Hotel,2,2,0,FB,No,No,No Deposit,Direct,Yes,Check-In,Yes,10,128,12,1,4,115.2,5,5,6,3
M,52,caucasian,College,50K -- 100K,East,City Hotel,2,1,0,FB,No,No,No Deposit,Agent,Yes,No-Show,Yes,10,242,81,2,3,435.6,3,6,6,3
F,59,African American,College,>100K,West,Airport Hotels,1,2,0,FB,No,No,Refundable,Agent,No,Check-In,Yes,10,189,193,3,3,510.3,11,6,6,3
F,44,African American,College,<25K,South,Airport Hotels,3,1,0,HB,Yes,No,No Deposit,Direct,No,Check-In,No,0,105,155,1,4,105.0,1,2,6,3
